Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
ts (1).jpg,label1,15.209933335932321,28.008262197509595,15.209933335932321,12.73102827159527,0.999766094587766,0.9995692759481207,0.999766094587766,0.9998042163400548,0.05964679739581303,0.10983632234317489,0.05964679739581303,0.04992560106507949,0.005493508477868189,0.0064282132043776575,0.005493508477868189,0.00531255532620386,0.9988309473738454,0.9986301204224951,0.9988309473738454,0.9988649172310125,0.9994153027514865,0.9993148254791856,0.9994153027514865,0.9994322974724263,0.7498829907562697,0.5414512000835748,0.7498829907562697,0.7915687273107158
ts (10).jpg,label1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ts (100).jpg,label1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ts (101).jpg,label1,529.8126778683093,851.7057913697234,493.05533897313944,716.7568916908137,0.9918522948071802,0.9869020731496676,0.992417566220079,0.9889773799450864,2.0776967759541543,3.3400227112538174,1.9335503489142725,2.8108113399639754,0.18452346592616387,0.20175430969393685,0.1820949701441025,0.19492434795848906,0.927658486663666,0.9227033033288409,0.9283786610448947,0.9247285829652281,0.9631502928742045,0.9605744652700492,0.9635240843097254,0.9616280897338784,0.8732053902844017,0.7965185341331938,0.881700623537367,0.8287592447189658
ts (102).jpg,label1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ts (103).jpg,label1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ts (104).jpg,label1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ts (105).jpg,label1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ts (106).jpg,label1,91.25960001559393,157.86475056778133,93.79458890491598,124.76407706163364,0.9985965675265955,0.9975722826166797,0.9985575832912232,0.9980813201325373,0.3578807843748782,0.6190774532069856,0.36782191727418034,0.489270890437779,0.027861208737187622,0.03190235199513391,0.028025210884249276,0.030019364076425498,0.9926128730465972,0.9915660916462179,0.9925739991583646,0.992072924443101,0.9962995900062376,0.9957741167786085,0.9962800806793061,0.9960285761177241,0.7655299263964317,0.5961850489952294,0.7590168687963325,0.6808559258188102
ts (107).jpg,label1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ts (108).jpg,label1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
