Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
ts (1).jpg,label1,11.149623796343224,17.488585637089827,9.246150247553702,19.477934842195943,0.35935574247119356,0.30038788314628595,0.3757758443044709,0.2758165679332272,2.3296557639078403,2.937759417338867,2.1742622119995314,3.202737097658392,6.0954392114294835,6.306351584179581,6.038357534713372,6.392741352865764,0.0034499802599283137,0.002759875050967551,0.0036450339988537027,0.0025117157523328456,0.058736532583463875,0.052534512950702716,0.06037411696127491,0.05011702058515496,0.9371025021190187,0.9013737523403547,0.9479294908190857,0.8901580348373909
ts (10).jpg,label1,14.19297493275116,24.314022241365805,10.765564695333516,22.8364202365103,0.34564080366176236,0.2736702797670493,0.3711299258884307,0.28283676457748613,2.630618689329851,3.5123149815960533,2.324256364274298,3.393472472394079,6.791057916118243,7.063447290587031,6.6756454481322764,7.026722933198145,0.001815898479824123,0.0013580822001160757,0.002031081819624001,0.0014271740880859765,0.04261336034419397,0.036852166830677345,0.04506752511092662,0.03777795770136306,0.9752932839836905,0.9576492053850125,0.9812678327601293,0.9602216992725132
ts (100).jpg,label1,6.2094070406611825,12.191029054741954,7.314042337530701,11.56106586263607,0.417854279788667,0.31169031060775293,0.38241376387129467,0.3162412893818706,1.835230595298429,2.6697274649541862,2.0413824022455267,2.6045696608974858,5.419847205458991,5.746431848327298,5.510483374008355,5.723460091671815,0.006768541913418829,0.004716321543223261,0.006007765041696548,0.0048129424339471505,0.08227114873039533,0.06867547992714183,0.07750977384624824,0.06937537339681243,0.9046268330709294,0.8120030791239413,0.8873585317472202,0.8217170236165806
ts (101).jpg,label1,11.249970761373826,18.551805153105175,9.768644497290556,18.819856684156942,0.33392316048124054,0.26602635240103023,0.3474388743556565,0.2656189546646172,2.5052434602939457,3.2816978620095543,2.352637324080933,3.295970710314042,6.22396773144861,6.47107365074021,6.165169077462127,6.475879919738346,0.002950755785487574,0.002260403228789456,0.00310631156118023,0.0022568845042514984,0.054320859579792866,0.047543698097533976,0.05573429430054919,0.047506678522619306,0.9403628071116297,0.9016514559168732,0.9481162992036494,0.9002330374632779
ts (102).jpg,label1,11.173891856067991,25.25503171744068,12.830221044013879,19.095191479364086,0.40426706999814566,0.2986580944483295,0.36915623072386394,0.31385593576585086,2.1721765233324235,3.300219281071344,2.408833963588164,2.9949878612264085,6.0727536189311655,6.455228170618796,6.174443795330566,6.378354825843386,0.0041483479218346565,0.0027657408696114987,0.0036612553894072152,0.0029689644133522658,0.06440766974386401,0.05259031155651674,0.06050830843286908,0.054488204350595607,0.9475504660696411,0.8815957318748616,0.9399842270491661,0.9104728550471592
ts (103).jpg,label1,2.9273907450001944,5.196980969535594,3.7110638961443985,6.528486960607722,0.5725260746021616,0.4598646005417359,0.5276326063863251,0.4406866667455845,1.1474211531714165,1.6373835069308482,1.3229698647226225,1.7922507635680163,5.23962875225568,5.558443067673746,5.364150589051321,5.639991183934628,0.008518150709772711,0.005926360293865781,0.007419089282249398,0.005573500971904721,0.09229382812394722,0.07698285714278069,0.08613413540664001,0.07465588370587224,0.971474248772934,0.9493439639351244,0.963825744965372,0.9363649353451495
ts (104).jpg,label1,15.537425441503256,20.929830057169713,11.114849323613113,27.61042368235571,0.3493676010195873,0.288827039676818,0.37451013811480255,0.2690649166119381,2.657888581341858,3.2421489544991777,2.3370238977037934,3.6505207925444445,6.196123661386709,6.3786911041098895,6.0839371700682126,6.483791504628525,0.0035051300621618516,0.0028113736995718694,0.003863217648083833,0.002566396758485408,0.05920413889384636,0.05302238866339265,0.06215478781303845,0.05065961664368778,0.9179978142331491,0.8893025555060032,0.9411171660487929,0.8539680465230343
ts (105).jpg,label1,1.8424817745896847,3.5508262197509604,2.1794082102062298,3.506108544130316,0.6781008324453071,0.565102434926424,0.6563390963002061,0.5679561904781667,0.7983509414837627,1.1790664891534186,0.8578223071225293,1.165674680867727,4.0920716202985945,4.404966115554696,4.140525818400586,4.390977615865701,0.02921140966523073,0.020321555143109626,0.02696716415309065,0.020513829605926594,0.17091345665344998,0.14255369214127575,0.16421682055468814,0.143226497569153,0.9341254421974796,0.8731301469409237,0.9223999864700464,0.8747260576297571
ts (106).jpg,label1,16.600210518108454,31.310341451953953,17.78316634829052,31.0316391260083,0.30513596616877564,0.23239764994680234,0.29494347043787067,0.22829351022103495,2.9513859108806675,4.092939932649386,3.070679505672293,4.135915106899522,6.435241310049601,6.730340453899394,6.4714267980347415,6.741519168351667,0.0025510236843001594,0.0018732432903345183,0.002449019052963783,0.0018330573056622487,0.05050765965970072,0.043280980699777566,0.04948756462954894,0.042814218498791363,0.9200576071933535,0.8492461196805932,0.914252654738996,0.8505869397874223
ts (107).jpg,label1,7.805621613192467,15.587340433863263,8.688862032669292,14.924113086381082,0.3905957603668105,0.2915269393643501,0.37277767132778006,0.3025646059739789,2.0527464816186503,2.988585637089827,2.1901290398035167,2.890868509671862,6.121832389779225,6.472055091063407,6.184722387841423,6.4420358461200875,0.0032688560269894394,0.0022520220367136154,0.003063542191097058,0.002345112319849201,0.05717391036993569,0.04745547425443787,0.05534927453090111,0.04842635976252191,0.9623215443114052,0.9248388271975626,0.9582333866445175,0.9280369940202908
