Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
ts (1).jpg,label1,446.25125726092557,665.5898856605843,405.8283107871038,830.4526783616571,0.3102663439641878,0.27581756433023424,0.3119058767553078,0.24445175275960018,13.485400179330242,16.612518599733733,13.013410783205334,19.0151343096562,5.71083492790012,5.903844862737113,5.6849441162688885,6.028475006842236,0.005264514513701739,0.004440796154621602,0.005380126829700321,0.003839478157821886,0.07255697425955508,0.06663929887552542,0.07334934784781881,0.061963522800288606,0.9562816135048083,0.9347770459692407,0.9603156423710567,0.9186243758350103
ts (10).jpg,label1,233.47037152547665,399.6002036181377,176.96224318740008,360.8736001253035,0.2881724627670444,0.25225295570100403,0.31367181079729095,0.25428551721697984,9.770359830026123,12.771047067115672,8.479766870687302,12.220651578040567,6.491709848993168,6.736355660430941,6.367339545997556,6.7091288467782,0.002409051086214906,0.0019305770916463966,0.0027302547947497986,0.001995194436173671,0.049082085186093166,0.04393833282734333,0.05225184010874448,0.04466759940016556,0.977868356510211,0.9620999613602423,0.9832214894408743,0.9657721167093356
ts (100).jpg,label1,629.3177848816811,1187.9732946980969,707.5612451756266,1082.7366473490483,0.3505156494368487,0.2766466003856982,0.3525521824618432,0.28408323091179066,16.38051148103388,23.21191949252094,17.250536041479865,22.184646409272453,4.957866868844675,5.2642899368678675,5.003015973678935,5.224763673925198,0.01113761347923335,0.008221729589968642,0.01084951367235365,0.008516743756128623,0.10553489223585416,0.09067375358927544,0.10416099880643258,0.09228620566546565,0.9353867401207226,0.8779692426549899,0.9273814577555977,0.8887779357505194
ts (101).jpg,label1,417.3971969903708,656.4362714386406,349.31178121710656,679.5992051061163,0.2991381847862321,0.2488748858270088,0.3140951643624104,0.24932684218725365,13.431386690577364,17.222472394079414,12.345074266110483,17.432159918552745,5.80264273909554,6.035366138473775,5.727630476422576,6.044952443872205,0.004745889000829686,0.003761368759596176,0.005099428913279786,0.0037437247297734556,0.06889041298199398,0.06132999885534139,0.0714102857666862,0.061185984749560544,0.9600257007459245,0.9371367628800966,0.9665132700851766,0.9349202033468654
ts (102).jpg,label1,466.0307200499006,1001.4023024512492,540.5336049276831,772.5485746730362,0.3312598387857908,0.2642717383076499,0.3264107039816356,0.28142933614258514,12.913219757514327,19.22174798339729,13.963997504970566,17.15774532069857,5.703014788035778,6.0553852695523815,5.770111432405515,5.962674023052887,0.005924124933357339,0.0042470738762831,0.005632650562024429,0.00467151937681469,0.07696833721315109,0.0651695778433703,0.07505098641606538,0.06834851407905435,0.9558953315287966,0.9052531392233722,0.9488561216941084,0.9269054446284949
ts (103).jpg,label1,198.22502046703832,356.7084344897799,272.3210985926474,462.36760905317567,0.4661866783764479,0.3825268505750681,0.42946989849476896,0.36222449258358747,8.405910100970722,11.755344976114026,9.842403804919886,13.0896702952463,4.924682271044239,5.208599987195827,5.056474676221974,5.306700698229657,0.011630389558626211,0.008778399900014328,0.010360306124103566,0.008224979795901142,0.10784428384771355,0.0936931155422549,0.10178558898048173,0.09069167434721416,0.9813775307174367,0.9664571733194766,0.9743961222416803,0.9565209742054505
ts (104).jpg,label1,700.9391641651396,987.6614261101105,568.8459904097305,1265.6414167123503,0.3002919037732829,0.2550161390189589,0.2994126219970785,0.23983839301251772,16.46787649604304,20.37174015193046,15.219815991579274,22.898171352494323,5.7912270917751725,5.98571709005995,5.721619871704793,6.089448416861651,0.005442566245886134,0.004390460511654648,0.0056081408475411295,0.004033410306162515,0.07377375038512095,0.0662605501913065,0.07488752130723202,0.06350913561183552,0.9322828593241592,0.9045222948565219,0.9449731285914044,0.8776495017331295
ts (105).jpg,label1,488.2022143386222,832.6430808990523,514.4855561186698,807.9823008849555,0.5653103811572664,0.466076313177178,0.5609917636725602,0.47604708499382875,12.360024950294335,17.444239956143786,12.751003859498654,17.07518208160388,3.809065610768966,4.07152786717753,3.8287129063486662,4.051634658649829,0.036136936932539054,0.027936541165483816,0.035409637077631916,0.028491418476561527,0.19009717760276992,0.16714227821076216,0.1881744857243721,0.16879401196891294,0.95251335818781,0.9189912314958937,0.9500729419454434,0.9213884738054068
ts (106).jpg,label1,654.1520018712721,1180.9197666222885,695.414116408717,1183.824477249589,0.27457017340357726,0.2264006502501938,0.27804247080355327,0.22681181683264462,16.47183345678531,22.424113086381084,16.861311449846006,22.562318897329472,6.0259677919701335,6.309449720427411,6.045806007760699,6.308735667655688,0.0040851580958312355,0.0031432467879685595,0.00410552915768754,0.0031179171078396066,0.06391524149865378,0.05606466612732622,0.06407440329560268,0.055838312186523034,0.9353717116398443,0.8832393306847798,0.9312032702335448,0.8829498412981429
ts (107).jpg,label1,330.4749327511598,654.0043073067585,365.5081868153289,612.9477249588848,0.2997207613187928,0.2491520552189318,0.2921428319112674,0.26001534647753494,11.851136407937311,16.975996554154595,12.559568827726013,16.2109797165009,5.845386778732079,6.17667143489595,5.907966393491005,6.138424696222821,0.004378466696730985,0.00322285785876657,0.004166820351863828,0.0034085169124571115,0.0661699833514486,0.056770219823130595,0.06455091286623163,0.05838250519168488,0.9682004635337539,0.9371109197502157,0.964914171710116,0.9410592392144105
